診療科名,曜日,bin_idx,bin_label,到着件数_日平均,同時並行_中央値,同時並行_最大,該当日数
リウマチ膠原病内科,1,3,09:30,5.0,7.5,9,4
リウマチ膠原病内科,1,4,10:00,6.0,8.0,12,4
リウマチ膠原病内科,1,5,10:30,5.0,6.0,10,4
リウマチ膠原病内科,1,6,11:00,4.75,6.5,9,4
リウマチ膠原病内科,1,7,11:30,6.0,7.5,12,4
リウマチ膠原病内科,1,8,12:00,5.5,8.5,9,4
リウマチ膠原病内科,1,9,12:30,3.25,5.0,7,4
リウマチ膠原病内科,1,10,13:00,3.33,6.0,6,3
リウマチ膠原病内科,1,11,13:30,1.67,2.0,5,3
リウマチ膠原病内科,1,12,14:00,0.0,1.0,1,2
リウマチ膠原病内科,1,18,17:00,1.0,1.0,1,1
リウマチ膠原病内科,1,19,17:30,1.0,1.0,1,1
リウマチ膠原病内科,2,0,08:00,1.0,1.0,1,1
リウマチ膠原病内科,2,1,08:30,1.0,1.0,1,2
リウマチ膠原病内科,2,2,09:00,4.25,4.5,7,4
リウマチ膠原病内科,2,3,09:30,4.5,7.0,8,4
リウマチ膠原病内科,2,4,10:00,3.5,4.5,6,4
リウマチ膠原病内科,2,5,10:30,4.5,5.0,6,4
リウマチ膠原病内科,2,6,11:00,4.75,6.0,8,4
リウマチ膠原病内科,2,7,11:30,2.33,3.0,5,4
リウマチ膠原病内科,2,8,12:00,2.0,2.0,3,2
リウマチ膠原病内科,2,9,12:30,3.0,2.0,5,3
リウマチ膠原病内科,2,10,13:00,2.75,4.0,7,4
リウマチ膠原病内科,2,11,13:30,3.5,6.0,7,4
リウマチ膠原病内科,2,12,14:00,3.0,4.5,5,4
リウマチ膠原病内科,2,13,14:30,2.75,4.0,4,4
リウマチ膠原病内科,2,14,15:00,2.33,3.5,4,4
リウマチ膠原病内科,2,15,15:30,1.0,2.0,2,3
リウマチ膠原病内科,2,16,16:00,1.0,2.0,2,1
リウマチ膠原病内科,3,2,09:00,3.25,3.5,4,4
リウマチ膠原病内科,3,3,09:30,3.5,4.0,8,4
リウマチ膠原病内科,3,4,10:00,3.5,4.0,7,4
リウマチ膠原病内科,3,5,10:30,4.75,6.0,8,4
リウマチ膠原病内科,3,6,11:00,3.5,5.5,6,4
リウマチ膠原病内科,3,7,11:30,2.75,3.0,8,4
リウマチ膠原病内科,3,8,12:00,2.25,3.0,3,4
リウマチ膠原病内科,3,9,12:30,2.33,2.5,4,4
リウマチ膠原病内科,3,10,13:00,2.75,3.0,4,4
リウマチ膠原病内科,3,11,13:30,3.25,4.5,6,4
リウマチ膠原病内科,3,12,14:00,2.75,4.0,5,4
リウマチ膠原病内科,3,13,14:30,2.0,3.5,4,4
リウマチ膠原病内科,3,14,15:00,3.0,3.0,5,3
リウマチ膠原病内科,3,15,15:30,2.0,2.5,4,4
リウマチ膠原病内科,3,16,16:00,1.33,2.0,4,3
リウマチ膠原病内科,3,17,16:30,1.0,1.5,2,2
リウマチ膠原病内科,3,18,17:00,1.0,1.0,1,1
リウマチ膠原病内科,3,19,17:30,0.0,1.0,1,1
リウマチ膠原病内科,3,20,18:00,0.0,1.0,1,1
リウマチ膠原病内科,4,1,08:30,1.0,1.0,1,2
リウマチ膠原病内科,4,2,09:00,4.0,4.5,6,4
リウマチ膠原病内科,4,3,09:30,3.75,6.5,7,4
リウマチ膠原病内科,4,4,10:00,5.75,7.0,10,4
リウマチ膠原病内科,4,5,10:30,5.0,6.0,9,4
リウマチ膠原病内科,4,6,11:00,4.75,6.0,7,4
リウマチ膠原病内科,4,7,11:30,5.25,7.0,8,4
リウマチ膠原病内科,4,8,12:00,3.75,5.5,6,4
リウマチ膠原病内科,4,9,12:30,3.0,4.5,5,4
リウマチ膠原病内科,4,10,13:00,3.25,4.0,6,4
リウマチ膠原病内科,4,11,13:30,2.75,4.5,5,4
リウマチ膠原病内科,4,12,14:00,1.75,2.5,5,4
リウマチ膠原病内科,4,13,14:30,2.75,4.0,4,4
リウマチ膠原病内科,4,14,15:00,3.67,4.5,5,4
リウマチ膠原病内科,4,15,15:30,2.0,2.0,3,3
リウマチ膠原病内科,4,16,16:00,3.0,4.0,4,1
リウマチ膠原病内科,4,17,16:30,0.0,1.0,1,1
一般消化器外科,0,1,08:30,1.0,1.0,1,1
一般消化器外科,0,2,09:00,1.2,1.0,3,5
一般消化器外科,0,3,09:30,3.2,3.0,6,5
一般消化器外科,0,4,10:00,3.2,4.0,7,5
一般消化器外科,0,5,10:30,2.4,4.0,5,5
一般消化器外科,0,6,11:00,3.2,5.0,6,5
一般消化器外科,0,7,11:30,3.2,5.0,5,5
一般消化器外科,0,8,12:00,4.2,5.0,10,5
一般消化器外科,0,9,12:30,3.6,5.0,8,5
一般消化器外科,0,10,13:00,2.0,3.0,6,5
一般消化器外科,0,11,13:30,2.6,4.0,4,5
一般消化器外科,0,12,14:00,2.6,3.0,4,5
一般消化器外科,0,13,14:30,2.8,4.0,5,5
一般消化器外科,0,14,15:00,2.6,3.0,5,5
一般消化器外科,0,15,15:30,2.2,3.0,4,5
一般消化器外科,0,16,16:00,2.0,3.0,4,5
一般消化器外科,0,17,16:30,2.0,3.0,4,5
一般消化器外科,0,18,17:00,2.0,1.5,4,4
一般消化器外科,0,19,17:30,1.0,1.0,2,4
一般消化器外科,0,20,18:00,1.0,1.0,2,3
一般消化器外科,1,1,08:30,1.33,1.0,2,3
一般消化器外科,1,2,09:00,4.25,5.0,6,4
一般消化器外科,1,3,09:30,9.0,9.5,11,4
一般消化器外科,1,4,10:00,6.75,8.5,10,4
一般消化器外科,1,5,10:30,5.75,7.5,9,4
一般消化器外科,1,6,11:00,5.5,8.0,10,4
一般消化器外科,1,7,11:30,4.75,6.5,8,4
一般消化器外科,1,8,12:00,3.5,4.5,7,4
一般消化器外科,1,9,12:30,2.0,3.0,6,4
一般消化器外科,1,10,13:00,3.0,1.0,6,3
一般消化器外科,1,11,13:30,2.0,3.0,4,3
一般消化器外科,1,12,14:00,3.0,1.0,4,3
一般消化器外科,1,13,14:30,1.33,2.0,3,3
一般消化器外科,1,14,15:00,1.0,1.5,2,2
一般消化器外科,1,15,15:30,0.0,1.0,1,1
一般消化器外科,1,16,16:00,0.0,1.0,1,1
一般消化器外科,1,17,16:30,1.0,1.0,1,2
一般消化器外科,1,18,17:00,0.0,1.0,1,2
一般消化器外科,1,19,17:30,1.0,2.0,2,1
一般消化器外科,1,20,18:00,0.0,1.0,1,1
一般消化器外科,2,1,08:30,1.0,1.0,1,1
一般消化器外科,2,2,09:00,6.75,7.5,9,4
一般消化器外科,2,3,09:30,4.5,5.5,7,4
一般消化器外科,2,4,10:00,5.0,6.5,7,4
一般消化器外科,2,5,10:30,4.25,5.5,7,4
一般消化器外科,2,6,11:00,6.0,7.0,9,4
一般消化器外科,2,7,11:30,4.25,6.0,7,4
一般消化器外科,2,8,12:00,2.75,4.0,5,4
一般消化器外科,2,9,12:30,4.25,5.0,6,4
一般消化器外科,2,10,13:00,2.5,4.0,6,4
一般消化器外科,2,11,13:30,2.0,3.5,4,4
一般消化器外科,2,12,14:00,1.67,2.0,4,4
一般消化器外科,2,13,14:30,1.25,2.5,3,4
一般消化器外科,2,14,15:00,2.33,2.5,4,4
一般消化器外科,2,15,15:30,1.25,2.0,3,4
一般消化器外科,2,16,16:00,1.33,2.0,2,4
一般消化器外科,2,17,16:30,2.5,3.5,4,4
一般消化器外科,2,18,17:00,1.0,2.0,2,4
一般消化器外科,2,19,17:30,1.33,2.0,3,4
一般消化器外科,2,20,18:00,0.0,1.0,1,2
一般消化器外科,3,1,08:30,1.0,1.0,1,1
一般消化器外科,3,2,09:00,4.25,4.5,6,4
一般消化器外科,3,3,09:30,8.0,9.0,11,4
一般消化器外科,3,4,10:00,9.5,11.0,13,4
一般消化器外科,3,5,10:30,8.5,11.0,15,4
一般消化器外科,3,6,11:00,7.75,11.0,12,4
一般消化器外科,3,7,11:30,6.25,9.0,9,4
一般消化器外科,3,8,12:00,6.25,9.0,11,4
一般消化器外科,3,9,12:30,4.5,7.5,9,4
一般消化器外科,3,10,13:00,4.5,6.5,8,4
一般消化器外科,3,11,13:30,2.25,3.5,4,4
一般消化器外科,3,12,14:00,3.25,4.5,6,4
一般消化器外科,3,13,14:30,1.75,3.0,3,4
一般消化器外科,3,14,15:00,2.75,3.0,4,4
一般消化器外科,3,15,15:30,2.75,4.0,4,4
一般消化器外科,3,16,16:00,2.75,4.0,4,4
一般消化器外科,3,17,16:30,2.0,3.0,4,4
一般消化器外科,3,18,17:00,2.0,2.0,3,3
一般消化器外科,3,19,17:30,1.5,1.0,3,3
一般消化器外科,3,21,18:30,1.0,1.0,1,1
一般消化器外科,3,23,19:30,1.0,1.0,1,2
一般消化器外科,4,3,09:30,2.0,2.0,3,4
一般消化器外科,4,4,10:00,2.25,3.0,4,4
一般消化器外科,4,5,10:30,2.5,2.0,4,4
一般消化器外科,4,6,11:00,2.0,2.0,5,4
一般消化器外科,4,7,11:30,1.0,1.0,3,3
一般消化器外科,4,8,12:00,1.0,3.0,3,1
一般消化器外科,4,9,12:30,0.0,1.0,1,1
一般消化器外科,4,10,13:00,1.0,1.0,1,1
一般消化器外科,4,11,13:30,1.0,1.5,2,2
一般消化器外科,4,12,14:00,0.0,1.0,1,1
一般消化器外科,4,13,14:30,1.0,1.0,1,1
一般消化器外科,4,14,15:00,0.0,1.0,1,1
一般消化器外科,4,16,16:00,1.0,1.0,1,1
一般消化器外科,4,17,16:30,1.0,1.0,1,2
一般消化器外科,4,19,17:30,1.0,1.0,1,1
一般消化器外科,4,20,18:00,1.0,1.0,1,1
一般消化器外科,5,15,15:30,1.0,1.0,1,1
一般消化器外科,6,9,12:30,1.0,1.0,1,1
一般消化器外科,6,10,13:00,0.0,1.0,1,1
一般消化器外科,6,11,13:30,0.0,1.0,1,1
一般消化器外科,6,12,14:00,0.0,1.0,1,1
一般消化器外科,6,13,14:30,0.0,1.0,1,1
一般消化器外科,6,14,15:00,0.0,1.0,1,1
乳腺外科,0,2,09:00,3.6,3.0,6,5
乳腺外科,0,3,09:30,4.0,3.0,10,5
乳腺外科,0,4,10:00,5.4,6.0,8,5
乳腺外科,0,5,10:30,6.6,8.0,9,5
乳腺外科,0,6,11:00,6.2,8.0,11,5
乳腺外科,0,7,11:30,8.2,9.0,12,5
乳腺外科,0,8,12:00,7.0,9.0,12,5
乳腺外科,0,9,12:30,5.2,6.0,8,5
乳腺外科,0,10,13:00,7.2,9.0,9,5
乳腺外科,0,11,13:30,4.6,7.0,9,5
乳腺外科,0,12,14:00,4.6,5.0,7,5
乳腺外科,0,13,14:30,5.0,5.0,7,5
乳腺外科,0,14,15:00,4.4,6.0,6,5
乳腺外科,0,15,15:30,3.6,5.0,8,5
乳腺外科,0,16,16:00,4.6,6.0,9,5
乳腺外科,0,17,16:30,3.8,5.0,8,5
乳腺外科,0,18,17:00,2.75,3.0,7,5
乳腺外科,0,19,17:30,2.0,3.0,3,5
乳腺外科,0,20,18:00,1.2,1.0,2,5
乳腺外科,0,21,18:30,0.0,1.0,1,1
乳腺外科,1,1,08:30,1.0,1.0,1,1
乳腺外科,1,2,09:00,4.5,5.0,6,4
乳腺外科,1,3,09:30,7.0,6.5,13,4
乳腺外科,1,4,10:00,7.75,10.0,11,4
乳腺外科,1,5,10:30,7.25,8.0,9,4
乳腺外科,1,6,11:00,7.0,8.5,12,4
乳腺外科,1,7,11:30,7.75,9.0,9,4
乳腺外科,1,8,12:00,9.5,9.5,14,4
乳腺外科,1,9,12:30,8.25,11.0,12,4
乳腺外科,1,10,13:00,6.25,7.5,11,4
乳腺外科,1,11,13:30,7.5,9.0,10,4
乳腺外科,1,12,14:00,6.0,7.0,10,4
乳腺外科,1,13,14:30,5.0,7.0,9,4
乳腺外科,1,14,15:00,7.0,6.5,12,4
乳腺外科,1,15,15:30,6.5,7.5,12,4
乳腺外科,1,16,16:00,5.5,6.5,10,4
乳腺外科,1,17,16:30,2.0,3.0,5,4
乳腺外科,1,18,17:00,1.0,1.0,2,4
乳腺外科,1,19,17:30,1.33,1.0,2,4
乳腺外科,1,20,18:00,0.0,1.0,1,2
乳腺外科,2,2,09:00,3.0,3.0,4,4
乳腺外科,2,3,09:30,3.75,4.5,6,4
乳腺外科,2,4,10:00,4.75,5.0,7,4
乳腺外科,2,5,10:30,5.0,6.0,6,4
乳腺外科,2,6,11:00,5.5,6.0,9,4
乳腺外科,2,7,11:30,6.5,7.5,8,4
乳腺外科,2,8,12:00,6.0,7.0,8,4
乳腺外科,2,9,12:30,3.75,4.0,7,4
乳腺外科,2,10,13:00,5.0,5.5,7,4
乳腺外科,2,11,13:30,3.25,4.0,6,4
乳腺外科,2,12,14:00,3.0,3.5,4,4
乳腺外科,2,13,14:30,4.25,4.5,7,4
乳腺外科,2,14,15:00,4.25,5.0,6,4
乳腺外科,2,15,15:30,5.25,6.0,8,4
乳腺外科,2,16,16:00,4.0,5.0,6,4
乳腺外科,2,17,16:30,4.5,5.5,6,4
乳腺外科,2,18,17:00,2.25,2.5,4,4
乳腺外科,2,19,17:30,2.67,4.0,4,3
乳腺外科,2,20,18:00,1.0,1.0,1,3
乳腺外科,3,1,08:30,1.0,1.0,1,1
乳腺外科,3,2,09:00,1.67,2.0,3,3
乳腺外科,3,3,09:30,1.75,2.5,3,4
乳腺外科,3,4,10:00,2.25,3.0,4,4
乳腺外科,3,5,10:30,1.5,1.5,4,4
乳腺外科,3,6,11:00,2.25,3.0,3,4
乳腺外科,3,7,11:30,1.5,2.5,3,4
乳腺外科,3,8,12:00,1.75,2.0,3,4
乳腺外科,3,9,12:30,2.0,3.0,3,4
乳腺外科,3,10,13:00,2.33,3.0,5,3
乳腺外科,3,11,13:30,2.0,2.0,4,3
乳腺外科,3,12,14:00,2.0,1.0,3,3
乳腺外科,3,13,14:30,1.5,2.5,4,2
乳腺外科,3,14,15:00,2.0,2.5,4,2
乳腺外科,3,15,15:30,1.0,1.0,1,2
乳腺外科,3,16,16:00,1.0,1.0,1,2
乳腺外科,3,17,16:30,0.0,1.0,1,1
乳腺外科,4,2,09:00,3.75,4.5,5,4
乳腺外科,4,3,09:30,4.75,5.5,6,4
乳腺外科,4,4,10:00,5.75,7.0,8,4
乳腺外科,4,5,10:30,4.5,5.5,7,4
乳腺外科,4,6,11:00,5.0,6.0,8,4
乳腺外科,4,7,11:30,4.75,6.0,6,4
乳腺外科,4,8,12:00,5.0,5.5,7,4
乳腺外科,4,9,12:30,5.5,6.0,8,4
乳腺外科,4,10,13:00,6.25,7.5,9,4
乳腺外科,4,11,13:30,5.25,6.0,8,4
乳腺外科,4,12,14:00,4.25,5.0,6,4
乳腺外科,4,13,14:30,5.0,5.5,7,4
乳腺外科,4,14,15:00,4.25,4.5,8,4
乳腺外科,4,15,15:30,4.0,5.0,5,4
乳腺外科,4,16,16:00,4.75,5.5,6,4
乳腺外科,4,17,16:30,4.5,5.5,8,4
乳腺外科,4,18,17:00,3.25,3.5,7,4
乳腺外科,4,19,17:30,2.33,3.0,3,4
乳腺外科,4,20,18:00,1.5,1.5,2,2
乳腺外科,5,16,16:00,1.0,1.0,1,1
健診センター,1,3,09:30,1.33,1.0,2,3
健診センター,1,4,10:00,2.25,2.5,3,4
健診センター,1,5,10:30,1.0,1.0,2,3
健診センター,1,10,13:00,1.0,1.0,1,1
健診センター,1,11,13:30,0.0,1.0,1,1
健診センター,2,3,09:30,1.5,1.5,2,2
健診センター,2,4,10:00,2.0,1.0,2,3
健診センター,2,5,10:30,1.0,1.0,1,1
健診センター,2,6,11:00,1.0,2.0,2,1
健診センター,3,3,09:30,1.0,1.0,1,1
健診センター,3,4,10:00,1.0,1.0,2,3
健診センター,3,5,10:30,1.5,2.0,3,3
健診センター,3,6,11:00,1.0,1.5,2,2
健診センター,3,7,11:30,0.0,1.0,1,1
健診センター,4,3,09:30,1.0,1.0,1,1
健診センター,4,4,10:00,0.0,1.0,1,1
健診センター,4,5,10:30,2.0,2.0,2,1
健診センター,4,6,11:00,1.0,2.0,2,1
健診センター,4,7,11:30,0.0,1.0,1,1
健診センター,4,8,12:00,0.0,1.0,1,1
内科,0,0,08:00,1.0,1.0,1,1
内科,0,1,08:30,0.0,1.0,1,1
内科,0,2,09:00,0.0,1.0,1,1
内科,0,16,16:00,1.0,1.0,1,1
内科,0,19,17:30,1.0,1.0,1,1
内科,0,20,18:00,1.0,1.0,1,3
内科,0,21,18:30,0.0,1.0,1,2
内科,0,22,19:00,1.0,1.0,2,4
内科,0,23,19:30,1.0,1.5,2,4
内科,1,0,08:00,1.0,1.0,1,1
内科,1,1,08:30,1.5,1.0,2,3
内科,1,2,09:00,0.0,1.0,1,1
内科,1,3,09:30,0.0,1.0,1,1
内科,1,4,10:00,1.0,1.0,1,2
内科,1,5,10:30,0.0,1.0,1,2
内科,1,6,11:00,0.0,1.0,1,1
内科,1,7,11:30,1.0,2.0,2,1
内科,1,8,12:00,1.0,2.0,2,1
内科,1,9,12:30,0.0,2.0,2,1
内科,1,10,13:00,0.0,1.0,1,1
内科,1,19,17:30,1.0,1.0,1,1
内科,1,22,19:00,1.0,1.0,1,1
内科,1,23,19:30,1.0,1.0,1,2
内科,2,13,14:30,1.0,1.0,1,1
内科,2,14,15:00,1.0,1.0,1,2
内科,2,15,15:30,0.0,1.0,1,1
内科,2,16,16:00,1.0,1.5,2,2
内科,2,17,16:30,1.0,1.5,2,2
内科,2,19,17:30,1.0,1.0,1,1
内科,2,20,18:00,0.0,1.0,1,1
内科,2,21,18:30,1.0,1.0,1,2
内科,2,22,19:00,1.0,1.0,1,2
内科,2,23,19:30,1.0,1.0,2,3
内科,3,1,08:30,1.0,1.0,1,1
内科,3,4,10:00,1.0,1.0,1,1
内科,3,5,10:30,0.0,1.0,1,1
内科,3,8,12:00,1.0,1.0,1,1
内科,3,9,12:30,0.0,1.0,1,1
内科,3,10,13:00,0.0,1.0,1,1
内科,3,21,18:30,1.0,1.0,1,1
内科,3,22,19:00,1.0,1.0,2,3
内科,3,23,19:30,0.0,1.0,2,3
内科,4,11,13:30,1.0,1.0,1,2
内科,4,15,15:30,1.0,1.0,1,1
内科,4,16,16:00,1.0,1.0,1,2
内科,4,17,16:30,0.0,1.0,1,1
内科,4,18,17:00,1.0,1.0,1,1
内科,4,19,17:30,1.0,1.0,1,2
内科,4,20,18:00,1.0,1.0,1,2
内科,4,21,18:30,1.0,1.5,2,2
内科,4,22,19:00,1.0,1.0,1,1
内科,4,23,19:30,1.0,1.0,1,2
内科,5,2,09:00,1.0,1.0,1,1
内科,5,6,11:00,1.0,1.0,1,1
内科,5,7,11:30,1.0,1.0,1,1
内科,5,8,12:00,1.0,1.0,1,2
内科,5,9,12:30,0.0,1.0,1,1
内科,5,10,13:00,1.0,1.0,1,3
内科,5,11,13:30,0.0,1.0,1,1
内科,5,13,14:30,1.0,1.0,1,1
内科,5,14,15:00,1.0,1.0,1,1
内科,5,15,15:30,0.0,1.0,1,1
内科,5,18,17:00,1.0,1.0,1,1
内科,5,19,17:30,1.0,1.0,1,3
内科,5,20,18:00,0.0,1.0,1,1
内科,5,21,18:30,1.0,1.0,1,2
内科,5,22,19:00,1.0,1.0,1,2
内科,5,23,19:30,1.0,1.0,2,3
内科,6,0,08:00,1.0,1.0,1,1
内科,6,1,08:30,1.0,1.0,1,2
内科,6,3,09:30,1.0,1.0,1,1
内科,6,5,10:30,1.0,1.0,1,1
内科,6,6,11:00,1.0,1.0,1,1
内科,6,7,11:30,1.0,1.0,1,1
内科,6,8,12:00,0.0,1.0,1,1
内科,6,9,12:30,1.0,1.0,1,2
内科,6,10,13:00,1.0,1.0,2,3
内科,6,11,13:30,1.0,1.0,2,3
内科,6,12,14:00,1.0,1.0,2,3
内科,6,13,14:30,1.0,3.0,3,1
内科,6,14,15:00,1.0,1.0,1,2
内科,6,15,15:30,1.0,1.5,2,2
内科,6,17,16:30,1.0,1.0,1,2
内科,6,18,17:00,2.0,3.0,3,1
内科,6,19,17:30,1.0,1.0,1,1
内科,6,20,18:00,2.0,1.5,2,2
内科,6,21,18:30,1.0,2.0,2,1
内科,6,22,19:00,1.0,1.5,2,2
