診療科名,曜日,bin_idx,bin_label,到着件数_日平均,同時並行_中央値,同時並行_最大,該当日数
麻酔科,4,8,12:00,3.0,4.0,4,4
麻酔科,4,9,12:30,1.67,2.0,3,4
麻酔科,4,10,13:00,1.0,1.0,1,1
麻酔科,4,11,13:30,2.25,2.5,3,4
麻酔科,4,12,14:00,3.0,3.5,5,4
麻酔科,4,13,14:30,1.33,2.0,3,3
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,0,3,09:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,0,11,13:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,0,16,16:00,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,2,09:00,2.0,2.0,2,2
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,3,09:30,1.67,2.0,3,3
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,4,10:00,2.0,2.0,3,2
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,5,10:30,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,3,3,09:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,1,08:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,2,09:00,3.5,4.0,6,4
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,3,09:30,2.0,2.0,3,3
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,4,10:00,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,15,15:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,16,16:00,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,17,16:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,18,17:00,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,19,17:30,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,20,18:00,0.0,1.0,1,1
